TRADEDATE,SECID,SHORTNAME,COUPON_TYPE,PLOT_GROUP,PRICE_FOR_ANALYSIS,ACCINT,FLOATING_COUPON_RATE_EST,RATE_FOR_ANALYSIS,YEARS_TO_MATURITY,VALUE
2023-05-04,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.663,0.19,7.300000000000001,7.300000000000001,11.956194387405889,2144115.6
2023-05-05,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.243,0.39,7.300000000000001,7.300000000000001,11.953456536618754,70014.62
2023-05-08,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.005,1.01,7.543333333333332,7.543333333333332,11.94524298425736,384140.04
2023-05-10,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.189,1.41,7.299999999999998,7.299999999999998,11.939767282683096,285736.9
2023-05-11,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.949,1.6,6.935000000000007,6.935000000000007,11.937029431895962,131851.11
2023-05-12,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.959,1.79,6.934999999999998,6.934999999999998,11.93429158110883,179373.61
2023-05-15,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.971,2.36,6.934999999999998,6.934999999999998,11.926078028747432,6067488.81
2023-05-16,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.28,2.55,6.934999999999998,6.934999999999998,11.9233401779603,213042.74
2023-05-17,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.0,2.74,6.935000000000015,6.935000000000015,11.92060232717317,135292.14
2023-05-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.097,2.93,6.934999999999998,6.934999999999998,11.917864476386036,31070.88
2023-05-19,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.175,3.12,6.934999999999998,6.934999999999998,11.915126625598903,58305.12
2023-05-22,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.199,3.69,6.934999999999998,6.934999999999998,11.906913073237508,516127.98
2023-05-23,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.45,3.9,7.664999999999998,7.664999999999998,11.904175222450377,3897.98
2023-05-24,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.479,4.09,6.934999999999998,6.934999999999998,11.901437371663244,101377.66
2023-05-25,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.199,4.29,7.300000000000006,7.300000000000006,11.898699520876113,100114.84
2023-05-26,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.118,4.49,7.300000000000006,7.300000000000006,11.89596167008898,67011.48
2023-05-29,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.102,5.09,7.299999999999995,7.299999999999995,11.887748117727584,71855.64
2023-05-30,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.192,5.29,7.300000000000006,7.300000000000006,11.885010266940451,27213.69
2023-05-31,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.484,5.49,7.300000000000006,7.300000000000006,11.88227241615332,98748848.89
2023-06-01,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.129,5.69,7.300000000000006,7.300000000000006,11.879534565366187,673969467.72
2023-06-02,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.415,5.89,7.299999999999973,7.299999999999973,11.876796714579056,1726785.62
2023-06-05,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.15,6.49,7.300000000000006,7.300000000000006,11.86858316221766,337204231.56
2023-06-06,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.3,6.69,7.300000000000006,7.300000000000006,11.865845311430528,2529813.35
2023-06-07,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.294,6.9,7.664999999999998,7.664999999999998,11.863107460643397,353397.57
2023-06-08,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.546,7.09,6.934999999999982,6.934999999999982,11.860369609856264,67582.0
2023-06-09,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.23,7.3,7.664999999999998,7.664999999999998,11.85763175906913,386845.93
2023-06-13,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.153,8.1,7.299999999999998,7.299999999999998,11.846680355920602,819226.78
2023-06-14,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.161,8.3,7.300000000000038,7.300000000000038,11.84394250513347,1398181.41
2023-06-15,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.154,8.5,7.299999999999973,7.299999999999973,11.841204654346338,3785595.25
2023-06-16,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.108,8.7,7.299999999999973,7.299999999999973,11.838466803559204,313312.51
2023-06-19,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.123,9.3,7.300000000000018,7.300000000000018,11.83025325119781,482535.19
2023-06-20,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.478,9.5,7.299999999999973,7.299999999999973,11.827515400410675,1240704.62
2023-06-21,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.364,9.71,7.665000000000031,7.665000000000031,11.824777549623546,485676.35
2023-06-22,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.242,9.91,7.299999999999973,7.299999999999973,11.822039698836411,1045190.63
2023-06-23,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.572,10.11,7.299999999999973,7.299999999999973,11.819301848049282,517625.41
2023-06-26,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.061,10.71,7.300000000000018,7.300000000000018,11.811088295687885,874151.62
2023-06-27,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.204,10.9,6.934999999999982,6.934999999999982,11.808350444900752,1286244.8
2023-06-28,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.045,11.1,7.299999999999973,7.299999999999973,11.80561259411362,2531735.53
2023-06-29,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.043,11.3,7.300000000000038,7.300000000000038,11.80287474332649,1814244.02
2023-06-30,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.034,11.49,6.934999999999982,6.934999999999982,11.800136892539356,33788436.33
2023-07-03,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.0,12.08,7.178333333333333,7.178333333333333,11.79192334017796,1089801.63
2023-07-04,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.014,12.28,7.299999999999973,7.299999999999973,11.789185489390828,506952.33
2023-07-05,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,95.956,12.47,6.935000000000047,6.935000000000047,11.786447638603695,44874769.21
2023-07-06,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.004,12.68,7.664999999999966,7.664999999999966,11.783709787816564,3386063.15
2023-07-07,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.001,12.88,7.300000000000038,7.300000000000038,11.780971937029433,39439066.36
2023-07-10,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.015,13.49,7.42166666666666,7.42166666666666,11.772758384668036,1095536.74
2023-07-11,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.083,13.69,7.299999999999973,7.299999999999973,11.770020533880905,5422910.09
2023-07-12,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.163,13.89,7.300000000000038,7.300000000000038,11.767282683093772,61266711.15
2023-07-13,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.273,14.09,7.299999999999973,7.299999999999973,11.76454483230664,4809789.91
2023-07-14,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.134,14.3,7.665000000000031,7.665000000000031,11.761806981519507,4651929.99
2023-07-17,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.061,14.9,7.299999999999995,7.299999999999995,11.75359342915811,14967669.07
2023-07-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.286,15.11,7.664999999999966,7.664999999999966,11.75085557837098,10124431.71
2023-07-19,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.184,15.32,7.665000000000031,7.665000000000031,11.748117727583846,8215089.89
2023-07-20,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.262,15.53,7.664999999999966,7.664999999999966,11.745379876796717,13947338.97
2023-07-21,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.525,15.74,7.665000000000031,7.665000000000031,11.742642026009582,15721077.66
2023-07-24,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.319,16.39,7.908333333333338,7.908333333333338,11.734428473648189,14735071.98
2023-07-25,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.256,16.6,7.665000000000031,7.665000000000031,11.731690622861054,7459839.24
2023-07-26,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.218,16.82,8.029999999999959,8.029999999999959,11.728952772073924,12442948.03
2023-07-27,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.471,17.04,8.029999999999959,8.029999999999959,11.72621492128679,5116827.22
2023-07-28,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.414,17.26,8.030000000000088,8.030000000000088,11.723477070499658,2760347.08
2023-07-31,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.445,17.93,8.151666666666642,8.151666666666642,11.71526351813826,3330235.6
2023-08-01,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.522,18.15,8.029999999999959,8.029999999999959,11.71252566735113,7769073.66
2023-08-02,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.423,0.0,8.029999999999959,8.029999999999959,11.709787816563995,23948648.58
2023-08-03,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.356,0.23,8.395,8.395,11.707049965776864,3737649.81
2023-08-04,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.393,0.46,8.395,8.395,11.704312114989731,16196945.18
2023-08-07,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.397,1.15,8.395,8.395,11.696098562628336,5745265.06
2023-08-08,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.206,1.38,8.395,8.395,11.693360711841205,4960374.72
2023-08-09,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.043,1.61,8.395000000000007,8.395000000000007,11.690622861054072,10200159.02
2023-08-10,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.27,1.84,8.395,8.395,11.68788501026694,4194483.4
2023-08-11,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.329,2.07,8.39499999999999,8.39499999999999,11.685147159479808,15174697.85
2023-08-14,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.404,2.74,8.15166666666667,8.15166666666667,11.676933607118412,48179759.82
2023-08-15,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.873,2.97,8.395,8.395,11.67419575633128,64026071.19
2023-08-16,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.652,3.2,8.395,8.395,11.671457905544148,9752177.26
2023-08-17,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.603,3.43,8.395,8.395,11.668720054757015,63635102.93
2023-08-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.543,3.66,8.395,8.395,11.665982203969884,7212751.52
2023-08-21,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.453,4.35,8.394999999999994,8.394999999999994,11.657768651608489,32992869.36
2023-08-22,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.442,4.67,11.68000000000001,11.68000000000001,11.655030800821356,127354281.73
2023-08-23,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.413,4.99,11.68000000000001,11.68000000000001,11.652292950034225,190548725.45
2023-08-24,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.488,5.31,11.679999999999978,11.679999999999978,11.649555099247092,84644514.97
2023-08-25,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.484,5.64,12.045000000000002,12.045000000000002,11.64681724845996,130622611.3
2023-08-28,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.506,6.61,11.801666666666673,11.801666666666673,11.638603696098563,57597778.8
2023-08-29,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.421,6.94,12.045000000000002,12.045000000000002,11.63586584531143,64354512.23
2023-08-30,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.454,7.26,11.679999999999978,11.679999999999978,11.633127994524298,132579238.79
2023-08-31,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.549,7.59,12.045000000000002,12.045000000000002,11.630390143737166,253776756.94
2023-09-01,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.5,7.91,11.68000000000001,11.68000000000001,11.627652292950032,23778803.25
2023-09-04,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.504,8.89,11.92333333333334,11.92333333333334,11.619438740588638,340204073.39
2023-09-05,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.552,9.22,12.045000000000002,12.045000000000002,11.616700889801503,228752805.25
2023-09-06,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.571,9.54,11.679999999999946,11.679999999999946,11.613963039014374,264619792.3
2023-09-07,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.591,9.87,12.045000000000002,12.045000000000002,11.61122518822724,202126639.76
2023-09-08,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.561,10.19,11.68000000000001,11.68000000000001,11.60848733744011,197147731.69
2023-09-11,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.548,11.17,11.92333333333334,11.92333333333334,11.600273785078713,98245490.54
2023-09-12,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.12,11.5,12.045000000000002,12.045000000000002,11.597535934291582,245226542.3
2023-09-13,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.454,11.83,12.045000000000002,12.045000000000002,11.594798083504449,579008181.96
2023-09-14,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.575,12.16,12.045000000000002,12.045000000000002,11.592060232717316,141398895.07
2023-09-15,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.567,12.48,11.68000000000001,11.68000000000001,11.589322381930184,89188946.27
2023-09-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.507,13.46,11.92333333333334,11.92333333333334,11.58110882956879,304165908.91
2023-09-19,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.554,13.79,12.04499999999994,12.04499999999994,11.578370978781656,108113826.09
2023-09-20,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.575,14.12,12.045000000000002,12.045000000000002,11.575633127994523,43463413.7
2023-09-21,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.535,14.45,12.045000000000002,12.045000000000002,11.572895277207392,29366008.6
2023-09-22,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.526,14.79,12.409999999999995,12.409999999999995,11.57015742642026,106659712.21
2023-09-25,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.451,15.82,12.53166666666668,12.53166666666668,11.561943874058864,45570750.48
2023-09-26,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.6,16.17,12.77500000000005,12.77500000000005,11.55920602327173,55101416.35
2023-09-27,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.6,16.51,12.409999999999995,12.409999999999995,11.5564681724846,546889208.17
2023-09-28,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.505,16.85,12.409999999999995,12.409999999999995,11.553730321697468,387402683.93
2023-09-29,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.707,17.19,12.409999999999995,12.409999999999995,11.550992470910336,384252924.13
2023-10-02,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.595,18.21,12.409999999999995,12.409999999999995,11.542778918548938,237894264.48
2023-10-03,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.502,18.55,12.409999999999995,12.409999999999995,11.540041067761807,1637949199.36
2023-10-04,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.409,18.89,12.409999999999995,12.409999999999995,11.537303216974674,281221173.18
2023-10-05,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.66,19.23,12.409999999999995,12.409999999999995,11.534565366187543,30556230.68
2023-10-06,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.463,19.57,12.409999999999995,12.409999999999995,11.53182751540041,25587395.17
2023-10-09,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.455,20.59,12.409999999999995,12.409999999999995,11.523613963039017,61530110.84
2023-10-10,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.625,20.94,12.77500000000005,12.77500000000005,11.520876112251882,27555608.92
2023-10-11,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.486,21.28,12.409999999999995,12.409999999999995,11.51813826146475,93515760.47
2023-10-12,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.356,21.62,12.409999999999995,12.409999999999995,11.515400410677618,62313596.36
2023-10-13,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.513,21.96,12.409999999999995,12.409999999999995,11.512662559890488,15116875.88
2023-10-16,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.454,23.0,12.653333333333325,12.653333333333325,11.50444900752909,504647799.23
2023-10-17,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.453,23.35,12.77500000000005,12.77500000000005,11.501711156741958,88317158.21
2023-10-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.654,23.7,12.774999999999922,12.774999999999922,11.498973305954824,110135858.54
2023-10-19,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.455,24.06,13.13999999999998,13.13999999999998,11.496235455167694,467101514.19
2023-10-20,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.456,24.42,13.14000000000011,13.14000000000011,11.49349760438056,81237477.67
2023-10-23,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.626,25.5,13.13999999999998,13.13999999999998,11.485284052019164,18582661.48
2023-10-24,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.452,25.86,13.13999999999998,13.13999999999998,11.482546201232031,35292902.79
2023-10-25,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.454,26.22,13.13999999999998,13.13999999999998,11.4798083504449,230779665.63
2023-10-26,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.68,26.58,13.13999999999998,13.13999999999998,11.477070499657769,94493768.72
2023-10-27,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.453,26.94,13.14000000000011,13.14000000000011,11.474332648870636,47327635.2
2023-10-30,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.458,28.02,13.13999999999998,13.13999999999998,11.46611909650924,154462056.78
2023-10-31,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.46,28.38,13.13999999999998,13.13999999999998,11.463381245722108,74834689.39
2023-11-01,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.665,0.0,13.13999999999998,13.13999999999998,11.460643394934976,81788019.73
2023-11-02,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.459,0.35,12.775,12.775,11.457905544147843,70775082.77
2023-11-03,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.455,0.69,12.409999999999998,12.409999999999998,11.455167693360712,141369312.59
2023-11-06,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.739,1.79,13.383333333333333,13.383333333333333,11.446954140999315,59807037.31
2023-11-07,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.5,2.19,14.599999999999996,14.599999999999996,11.444216290212184,38278622.06
2023-11-08,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.701,2.59,14.599999999999996,14.599999999999996,11.441478439425053,32833663.26
2023-11-09,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.701,2.98,14.235000000000003,14.235000000000003,11.43874058863792,48976220.73
2023-11-10,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.688,3.37,14.235000000000003,14.235000000000003,11.436002737850789,57665171.12
2023-11-13,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.502,4.54,14.234999999999998,14.234999999999998,11.427789185489392,115533121.65
2023-11-14,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.504,4.93,14.234999999999987,14.234999999999987,11.42505133470226,150528687.58
2023-11-15,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.6,5.32,14.235000000000023,14.235000000000023,11.422313483915127,152303030.03
2023-11-16,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.504,5.71,14.234999999999987,14.234999999999987,11.419575633127996,376548569.19
2023-11-17,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.504,6.11,14.600000000000012,14.600000000000012,11.416837782340862,56554475.45
2023-11-20,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.67,7.32,14.721666666666666,14.721666666666666,11.408624229979466,123515753.29
2023-11-21,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.502,7.73,14.965000000000007,14.965000000000007,11.405886379192332,239887100.5
2023-11-22,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.502,8.13,14.600000000000012,14.600000000000012,11.403148528405202,102453194.15
2023-11-23,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.609,8.54,14.96499999999994,14.96499999999994,11.40041067761807,262906804.17
2023-11-24,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.503,8.95,14.965000000000007,14.965000000000007,11.397672826830938,356004252.32
2023-11-27,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.501,10.19,15.086666666666668,15.086666666666668,11.38945927446954,138969495.4
2023-11-28,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.7,10.6,14.965000000000007,14.965000000000007,11.38672142368241,36497417.48
2023-11-29,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.502,11.02,15.329999999999997,15.329999999999997,11.383983572895277,35996513.53
2023-11-30,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.702,11.43,14.965000000000007,14.965000000000007,11.381245722108146,50281598.66
2023-12-01,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.047,11.85,15.329999999999997,15.329999999999997,11.378507871321013,85236651.67
2023-12-04,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.768,13.09,15.086666666666668,15.086666666666668,11.370294318959616,45713642.98
2023-12-05,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,96.945,13.51,15.329999999999997,15.329999999999997,11.367556468172484,193663630.1
2023-12-06,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.248,13.92,14.965000000000007,14.965000000000007,11.364818617385351,322235623.89
2023-12-07,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.241,14.33,14.965000000000007,14.965000000000007,11.36208076659822,496317743.89
2023-12-08,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.372,14.74,14.965000000000007,14.965000000000007,11.359342915811087,30494851.78
2023-12-11,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.367,15.96,14.84333333333334,14.84333333333334,11.351129363449692,48224058.96
2023-12-12,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.101,16.36,14.599999999999946,14.599999999999946,11.34839151266256,14269010.52
2023-12-13,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.5,16.76,14.600000000000076,14.600000000000076,11.345653661875428,65394432.14
2023-12-14,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.791,17.16,14.599999999999946,14.599999999999946,11.342915811088297,109360017.39
2023-12-15,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.982,17.56,14.599999999999946,14.599999999999946,11.340177960301164,122801503.32
2023-12-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.144,18.76,14.600000000000035,14.600000000000035,11.331964407939768,267754374.09
2023-12-19,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.114,19.17,14.965000000000007,14.965000000000007,11.329226557152635,43933634.48
2023-12-20,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.359,19.59,15.329999999999933,15.329999999999933,11.326488706365502,64690951.25
2023-12-21,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.408,20.01,15.330000000000062,15.330000000000062,11.323750855578371,158014783.01
2023-12-22,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.507,20.44,15.69499999999999,15.69499999999999,11.321013004791238,126616043.57
2023-12-25,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.582,21.73,15.69499999999999,15.69499999999999,11.312799452429845,82152548.24
2023-12-26,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.034,22.16,15.69499999999999,15.69499999999999,11.31006160164271,258584976.0
2023-12-27,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.6,22.58,15.329999999999933,15.329999999999933,11.30732375085558,63580390.28
2023-12-28,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.666,23.0,15.330000000000062,15.330000000000062,11.304585900068446,65008850.81
2023-12-29,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.334,23.42,15.330000000000062,15.330000000000062,11.301848049281316,344899717.36
2024-01-03,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.633,25.52,15.329999999999986,15.329999999999986,11.288158795345652,11264851.77
2024-01-04,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,99.03,25.93,14.965000000000007,14.965000000000007,11.285420944558522,5312985.85
2024-01-05,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.883,26.35,15.330000000000062,15.330000000000062,11.28268309377139,5441507.2
2024-01-08,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.819,27.61,15.329999999999973,15.329999999999973,11.274469541409994,4097038.91
2024-01-09,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.83,28.02,14.965000000000007,14.965000000000007,11.27173169062286,9334478.33
2024-01-10,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.734,28.44,15.330000000000062,15.330000000000062,11.268993839835728,62371355.68
2024-01-11,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.766,28.86,15.329999999999933,15.329999999999933,11.266255989048595,100916865.47
2024-01-12,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.537,29.27,14.965000000000007,14.965000000000007,11.263518138261464,144226364.66
2024-01-15,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.361,30.53,15.330000000000021,15.330000000000021,11.255304585900069,66755870.77
2024-01-16,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.396,30.95,15.329999999999933,15.329999999999933,11.252566735112936,36198050.82
2024-01-17,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,98.208,31.37,15.330000000000062,15.330000000000062,11.249828884325805,56406605.92
2024-01-18,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.862,31.79,15.329999999999933,15.329999999999933,11.247091033538672,141432871.02
2024-01-19,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.901,32.2,14.965000000000133,14.965000000000133,11.24435318275154,6566993.93
2024-01-22,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.701,33.45,15.208333333333336,15.208333333333336,11.236139630390143,604578632.27
2024-01-23,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.838,33.87,15.329999999999803,15.329999999999803,11.233401779603012,198002215.95
2024-01-24,SU29024RMFS5,ОФЗ 29024,floating,floating_coupon,97.866,34.3,15.69499999999999,15.69499999999999,11.23066392881588,122436213.23
